# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 FPKM in experiment E-MTAB-4729
# Selected columns: 3 (all)
# Timestamp: Tue, 15-Aug-2017 15:31:12
Gene ID	Gene Name	A549	BEAS-2B	NHBE
ENSG00000256546	AC156455.1	0.5	0.4	
ENSG00000256564	AC007552.2	0.1		0.1
ENSG00000256566	AL049650.1	0.2	0.3	
ENSG00000256576	LINC02361	0.5	0.5	0.4
ENSG00000256588	AC027544.2	0.1		
ENSG00000256591	AP003108.2	0.1	0.1	
ENSG00000256594	AC010186.2	2.0	5.0	1.0
ENSG00000256615	AC010197.1	1.0		0.4
ENSG00000256616	AP002414.2	0.1	0.1	
ENSG00000256625	AC092747.2		0.1	
ENSG00000256628	ZBTB11-AS1	2.0	1.0	2.0
ENSG00000256632	AC135586.2	0.1	0.4	0.1
ENSG00000256633	AP005019.1			0.1
ENSG00000256663	AC112777.1	0.5	1.0	0.1
ENSG00000256667	KLRA1P	0.2	0.3	0.1
ENSG00000256673	AC141557.1	0.2	1.0	
ENSG00000256683	ZNF350	1.0	1.0	2.0
ENSG00000256690	AP001160.1	0.1	0.1	0.3
ENSG00000256712	AC134349.1	0.1	0.1	
ENSG00000256742	AC145422.1	0.2	0.3	
ENSG00000256745	AP002784.2		0.1	
ENSG00000256747	AC009511.2	0.1	0.1	0.1
ENSG00000256751	PLBD1-AS1	0.5	0.2	0.1
ENSG00000256771	ZNF253		0.4	1.0
ENSG00000256779	AP002383.4		0.1	0.3
ENSG00000256789	AP000753.2	0.1		
ENSG00000256802	AC022613.1	6.0	0.3	
ENSG00000256806	C17orf100	2.0	1.0	1.0
ENSG00000256812	CAPNS2		0.1	54.0
ENSG00000256879	AC129102.1	0.1		
ENSG00000256894	AC022509.3	0.1	0.1	0.2
ENSG00000256940	AP001453.2	16.0	5.0	18.0
ENSG00000256943	AC148477.3	0.1		
ENSG00000256944	AP003721.3	0.1		
ENSG00000256955	AC131009.2	0.5		
ENSG00000256966	AL513165.2	1.0	1.0	0.3
ENSG00000256967	AC018653.3		0.1	
ENSG00000256968	SNRPEP2	0.1		
ENSG00000256973	AC053513.1	0.1	0.2	
ENSG00000256980	KHDC1L		0.2	
ENSG00000256981	AC134349.2	0.1		
ENSG00000256984	AC008013.2	0.2	2.0	0.2
ENSG00000257023	AC087241.3	0.1		
ENSG00000257027	AC010186.3	0.5	0.9	0.7
ENSG00000257038	AP002761.3	0.3	0.1	0.1
ENSG00000257042	AC008011.2	0.1		0.1
ENSG00000257046	AC011604.2	0.1		
ENSG00000257052	AP003721.4	0.1	0.3	
ENSG00000257058	AP001363.2	0.1	0.4	0.1
ENSG00000257061	ENSG00000257061		0.2	
ENSG00000257062	AC022335.1	0.1		
ENSG00000257074	RPL29P33		0.1	0.2
ENSG00000257084	MIR200CHG		2.0	32.0
ENSG00000257086	AP001453.3	0.8	0.6	2.0
ENSG00000257093	KIAA1147	4.0	3.0	6.0
ENSG00000257096	AL161747.2		0.1	
ENSG00000257103	LSM14A	44.0	28.0	40.0
ENSG00000257108	NHLRC4	0.1		
ENSG00000257110	ENSG00000257110	0.1		
ENSG00000257113	AC090502.2			0.1
ENSG00000257114	LINC02450		0.1	
ENSG00000257122	RRN3P3	0.4	0.5	0.3
ENSG00000257135	AC007249.2	0.2	0.2	0.2
ENSG00000257137	C12orf80	0.2		0.1
ENSG00000257139	AC084032.1	0.1		
ENSG00000257142	AL512310.1	0.1		
ENSG00000257151	PWAR6	0.4	0.3	0.2
ENSG00000257167	TMPO-AS1	1.0	2.0	0.1
ENSG00000257176	AC009318.1		0.2	0.1
ENSG00000257181	AC025423.4	0.1		0.1
ENSG00000257183	AC090502.3	0.1		
ENSG00000257194	AC126178.1	0.1		
ENSG00000257207	AC112229.3		0.1	0.1
ENSG00000257218	GATC	14.0	13.0	8.0
ENSG00000257219	LINC02407		0.8	1.0
ENSG00000257222	AC079907.1	0.1	0.1	
ENSG00000257242	LINC01619	0.1		0.1
ENSG00000257243	AC020612.1	0.1	0.1	
ENSG00000257252	AC124947.1	0.5	0.2	0.5
ENSG00000257261	AC008014.1	0.5	1.0	1.0
ENSG00000257262	AC023511.1		0.1	
ENSG00000257264	AC136443.3	0.3	0.1	0.1
ENSG00000257267	ZNF271P	5.0	6.0	4.0
ENSG00000257270	AL928654.3		0.1	0.1
ENSG00000257283	AC012464.1	0.1		
ENSG00000257285	AL132780.1		0.1	0.1
ENSG00000257286	AC089999.2	0.1	0.1	
ENSG00000257303	AC073896.2	1.0	4.0	0.9
ENSG00000257315	ZBED6	2.0	2.0	1.0
ENSG00000257327	AC012555.1	0.3	0.3	0.1
ENSG00000257329	AC011611.2	0.1		
ENSG00000257335	MGAM	0.2		
ENSG00000257337	AC068888.1	0.7	1.0	1.0
ENSG00000257341	AL928654.4	0.1		
ENSG00000257342	AC025165.2	0.1	0.1	0.2
ENSG00000257354	AC048341.2	0.1	0.1	
ENSG00000257355	AC008770.2		0.1	
ENSG00000257359	AC073863.1		0.1	
ENSG00000257365	FNTB	4.0	2.0	0.9
ENSG00000257379	AC023509.1		0.1	
ENSG00000257386	AC025257.1	0.1		0.1
ENSG00000257390	AC023055.1	0.3	0.6	0.2
ENSG00000257403	AC008740.1			0.1
ENSG00000257408	AC092375.1	0.1		
ENSG00000257433	AC004241.1	0.2	0.3	0.1
ENSG00000257443	AC068305.3		0.4	0.1
ENSG00000257446	ZNF878		0.4	
ENSG00000257449	AC034102.3	0.1	0.1	0.1
ENSG00000257453	AC011611.3	2.0	0.3	1.0
ENSG00000257475	AC068888.2	0.1		0.1
ENSG00000257489	AC010203.1	0.1	0.5	0.1
ENSG00000257496	AC025031.1		0.8	
ENSG00000257497	AC121761.1	0.7	0.8	1.0
ENSG00000257507	LINC02373	0.1	0.1	
ENSG00000257511	AC084824.1	0.2	0.2	0.1
ENSG00000257512	AC124947.2	0.3		
ENSG00000257515	AC011601.1			0.1
ENSG00000257524	AL157935.2		0.1	
ENSG00000257526	AC107032.2	0.1	0.4	0.3
ENSG00000257527	AC126755.3	0.3	0.1	
ENSG00000257529	RPL36A-HNRNPH2	0.2	0.3	0.3
ENSG00000257534	AC023794.4	0.1		
ENSG00000257545	AC079385.1	0.2		
ENSG00000257551	HLX-AS1	1.0	0.2	
ENSG00000257553	AC034102.4	1.0	0.9	0.3
ENSG00000257556	LINC02298	5.0	0.6	1.0
ENSG00000257557	PPP1R12A-AS1	0.4	0.3	0.1
ENSG00000257576	HSPD1P4	0.3	0.2	0.2
ENSG00000257588	AC025154.2		0.1	
ENSG00000257591	ZNF625		0.2	
ENSG00000257594	GALNT4	0.2	0.1	0.1
ENSG00000257595	LINC02356		0.5	0.1
ENSG00000257596	AC078778.1	0.7		
ENSG00000257605	AC073611.1	1.0	0.8	1.0
ENSG00000257613	LINC01481		0.2	0.1
ENSG00000257621	PSMA3-AS1	2.0	2.0	1.0
ENSG00000257624	AC004024.1		0.1	
ENSG00000257642	KCCAT198		0.1	
ENSG00000257660	AC117498.2	0.4	0.2	
ENSG00000257662	EIF4A1P12		0.1	
ENSG00000257663	AC025259.1	0.2	0.2	0.1
ENSG00000257671	KRT7-AS	3.0	2.0	0.5
ENSG00000257672	CR383656.7	0.1		
ENSG00000257681	AC025265.1	0.4	0.2	0.2
ENSG00000257698	AC084033.3	12.0	16.0	1.0
ENSG00000257702	LBX2-AS1	2.0	1.0	0.6
ENSG00000257704	INAFM1	4.0	7.0	8.0
ENSG00000257711	AC079385.2	0.2	0.1	
ENSG00000257718	AC067735.1	0.6	0.7	0.4
ENSG00000257727	CNPY2	7.0	7.0	6.0
ENSG00000257732	AC089983.1	4.0	0.8	
ENSG00000257735	AC090115.1	0.1		0.2
ENSG00000257740	AC073896.3	0.2	0.2	0.2
ENSG00000257752	AC091516.1	0.1		
ENSG00000257759	AL357153.2		0.1	
ENSG00000257764	AC020656.1	0.2	0.2	0.5
ENSG00000257773	AC011595.2	0.3	0.3	0.2
ENSG00000257800	FNBP1P1	0.1	0.5	0.2
ENSG00000257809	AC034102.5	0.1	0.1	
ENSG00000257815	LINC01481	1.0	1.0	0.4
ENSG00000257817	AC026765.2	0.1		
ENSG00000257818	C1GALT1P1		0.1	
ENSG00000257829	AC121757.1	0.1		0.3
ENSG00000257830	AC021066.1	0.4		0.1
ENSG00000257839	AC011611.4	0.1	0.1	0.3
ENSG00000257849	AC012038.2		0.2	
ENSG00000257869	AL139023.1	0.4		
ENSG00000257879	AC130415.1	0.1		
ENSG00000257880	AC078789.1	0.1		
ENSG00000257886	ENSG00000257886	0.1	0.1	
ENSG00000257894	AC027288.3	0.1	0.1	0.1
ENSG00000257900	AL162632.1	0.7	0.5	0.5
ENSG00000257913	AC011603.2	1.0	0.3	
ENSG00000257918	AC079385.3	0.4	0.1	
ENSG00000257921	AC025165.3	0.2	0.3	0.1
ENSG00000257923	CUX1	7.0	3.0	8.0
ENSG00000257925	AC008083.1	0.1	0.1	1.0
ENSG00000257940	AC079598.1	0.3	0.2	0.1
ENSG00000257949	TEN1	0.2	0.2	0.1
ENSG00000257950	P2RX5-TAX1BP3	0.1	0.1	
ENSG00000257953	AC083805.2		0.1	
ENSG00000257954	AC125611.2	0.1	0.1	
ENSG00000257956	NOP56P3		0.2	
ENSG00000257966	OLA1P3		0.1	
ENSG00000257999	AC016257.1	0.1	0.1	
ENSG00000258001	AC126614.1	0.1		
ENSG00000258011	AC144548.1	0.2		
ENSG00000258017	AC011603.3	1.0	2.0	0.3
ENSG00000258048	AC073569.2	2.0	1.0	2.0
ENSG00000258050	AL139316.1	0.2	0.3	
ENSG00000258053	AC025575.2			0.1
ENSG00000258056	AC009779.2	4.0	2.0	5.0
ENSG00000258057	BCDIN3D-AS1	0.5	0.4	0.4
ENSG00000258072	AC126177.7	0.1		
ENSG00000258073	AC128657.1		0.1	
ENSG00000258077	AC078923.1	0.1		0.1
ENSG00000258081	AL110292.1	0.1	0.1	
ENSG00000258082	AL391832.3	0.1		
ENSG00000258088	AC078820.1	0.2		
ENSG00000258092	AC005841.1	1.0	0.7	0.6
ENSG00000258099	ATXN2-AS	0.3	0.9	0.4
ENSG00000258101	AC010173.1	0.2	0.7	0.5
ENSG00000258102	MAP1LC3B2	0.5	0.3	2.0
ENSG00000258122	AC044802.2	0.7	0.1	
ENSG00000258123	LINC02444	0.1	0.1	0.1
ENSG00000258130	AC106782.1	0.1		
ENSG00000258150	AC133555.3	0.1		
ENSG00000258153	HSPE1P4	0.1		
ENSG00000258171	LINC02412		0.1	
ENSG00000258172	AC073655.1	0.1		
ENSG00000258177	AC008149.1		0.1	
ENSG00000258181	AC008083.3	2.0	0.1	0.1
ENSG00000258199	AC073896.4	5.0	7.0	4.0
ENSG00000258210	AC144548.2	0.1	0.1	
ENSG00000258230	AC063950.1	0.1	0.1	
ENSG00000258232	AC125611.3	1.0	1.0	0.9
ENSG00000258233	ARHGAP42P5		0.1	
ENSG00000258240	AC002351.1	0.1		
ENSG00000258245	RPL10P13	0.1		
ENSG00000258256	AC011773.3		0.1	
ENSG00000258279	LINC00592	0.6	0.3	3.0
ENSG00000258284	POLR2KP1	0.1		
ENSG00000258289	CHURC1	10.0	17.0	3.0
ENSG00000258297	AP001157.1	0.4	1.0	0.4
ENSG00000258301	VASH1-AS1	1.0	0.8	0.9
ENSG00000258303	AC012464.2	0.3	0.2	
ENSG00000258311	AC009779.3	0.2	0.2	
ENSG00000258314	AL589182.1	1.0		
ENSG00000258315	C17orf49	0.3	0.4	0.1
ENSG00000258317	AC034102.6		0.1	
ENSG00000258325	ITFG2-AS1	0.6	1.0	0.4
ENSG00000258334	AC125611.4	0.1		
ENSG00000258343	AC090001.1	0.7		
ENSG00000258345	AC034102.7		0.1	
ENSG00000258346	AC079384.1	0.3		
ENSG00000258352	AC119044.1	0.1	0.1	
ENSG00000258355	AC079174.1	0.1		
ENSG00000258357	AC023161.2		0.1	
ENSG00000258359	PCNPP1	0.3	0.2	0.1
ENSG00000258365	AC073655.2	0.1	0.1	
ENSG00000258366	RTEL1	0.1	0.4	0.1
ENSG00000258376	AC004846.1		0.6	1.0
ENSG00000258377	AL139099.2	0.1	0.1	0.1
ENSG00000258378	AL139021.1	0.1		0.1
ENSG00000258386	AL352984.1	0.3		
ENSG00000258388	PPT2-EGFL8		0.1	
ENSG00000258394	AL442163.1			0.1
ENSG00000258399	AL117190.1	0.2		
ENSG00000258404	LINC02320		0.1	
ENSG00000258405	ZNF578			0.1
ENSG00000258410	AC087386.1	0.4	0.1	0.4
ENSG00000258412	AL355102.1		0.1	
ENSG00000258413	AL158801.2		0.1	0.1
ENSG00000258414	AL121790.1		0.1	0.1
ENSG00000258424	AL512791.1	0.2	0.5	0.3
ENSG00000258425	AC013451.1	0.1		
ENSG00000258427	RBM8B	0.2	0.1	0.1
ENSG00000258429	PDF	8.0	4.0	4.0
ENSG00000258430	AL583722.2	0.2	0.3	0.2
ENSG00000258441	LINC00641	2.0	0.6	0.8
ENSG00000258445	AL132777.1	0.3	1.0	
ENSG00000258446	AL133153.1	0.3		
ENSG00000258450	AL139099.3	0.1	0.1	0.1
ENSG00000258457	AL132780.2	2.0	0.5	0.3
ENSG00000258458	AL160314.2	0.3	0.5	0.1
ENSG00000258461	AC012651.1			0.1
ENSG00000258466	AL049779.1	0.2		0.1
ENSG00000258469	CHMP4BP1	0.2		0.1
ENSG00000258471	AL355922.2		0.1	
ENSG00000258472	AC005726.2	1.0	0.7	0.8
ENSG00000258474	LINC02313	5.0		
ENSG00000258477	PPIAP6	2.0	5.0	0.9
ENSG00000258479	LINC00640		0.1	0.2
ENSG00000258484	SPESP1		9.0	3.0
ENSG00000258498	DIO3OS	0.3		
ENSG00000258504	AL157871.1		0.1	0.1
ENSG00000258512	LINC00239	0.8	1.0	0.2
ENSG00000258526	AL049875.1	0.1	0.2	0.2
ENSG00000258537	FRMD6-AS2		0.1	
ENSG00000258539	AC068896.1	0.1		
ENSG00000258554	AC025162.1	0.1	0.1	
ENSG00000258556	LINC02322		0.1	
ENSG00000258559	AC005519.2	0.3	0.3	0.1
ENSG00000258561	AL359232.1	0.1	0.3	0.2
ENSG00000258568	RHOQP1	1.0	1.0	0.7
ENSG00000258580	AL136298.1			0.1
ENSG00000258590	NBEAP1	0.1		
ENSG00000258591	AL109628.1	0.1	0.2	0.1
ENSG00000258592	AL391152.1			0.1
ENSG00000258599	AL355922.3	0.2		
ENSG00000258602	LINC01629	0.3	0.5	0.2
ENSG00000258603	AC005225.2		0.2	
ENSG00000258608	DNAJC19P9	0.4	1.0	0.4
ENSG00000258609	LINC-ROR	0.1	0.6	
ENSG00000258634	AL160006.1	0.7	2.0	3.0
ENSG00000258636	AL121821.1		0.3	
ENSG00000258643	BCL2L2-PABPN1	0.6	0.3	0.3
ENSG00000258644	SYNJ2BP-COX16	0.5	0.5	0.1
ENSG00000258646	AL049780.1	0.2	0.1	
ENSG00000258651	SEC23A-AS1	0.3	0.2	0.1
ENSG00000258652	OR4Q1P	0.1		
ENSG00000258655	ARHGAP5-AS1	2.0	0.7	4.0
ENSG00000258657	AL136018.1	0.1		
ENSG00000258659	TRIM34	0.4	0.3	0.1
ENSG00000258660	AC006146.1	0.1		0.1
ENSG00000258661	AL079303.2			0.1
ENSG00000258666	AL157871.4	0.1	0.1	0.2
ENSG00000258667	HIF1A-AS2	0.2	0.8	0.1
ENSG00000258674	AC011448.1	0.4	0.4	0.2
ENSG00000258682	AL132989.1	0.4	0.3	0.2
ENSG00000258684	BMS1P16	0.2	0.2	0.1
ENSG00000258689	LINC01269	0.2		1.0
ENSG00000258691	AL355102.2	0.4	0.1	0.1
ENSG00000258695	AC005225.3		0.1	0.2
ENSG00000258701	LINC00638	0.4	0.2	0.3
ENSG00000258702	AL137786.1	0.3		
ENSG00000258704	SRP54-AS1	1.0	2.0	0.2
ENSG00000258708	SLC25A21-AS1	0.5	2.0	1.0
ENSG00000258711	AL358334.2	0.3	0.1	0.1
ENSG00000258713	C20orf141	0.2		
ENSG00000258717	AL132711.1	0.1		
ENSG00000258725	PRC1-AS1	0.1	0.1	
ENSG00000258727	AL135999.1	0.6	0.2	0.2
ENSG00000258732	AC025884.1	1.0		
ENSG00000258733	LINC02328	0.1	1.0	
ENSG00000258736	AL583722.3	0.1		
ENSG00000258738	AL121603.2	1.0	1.0	1.0
ENSG00000258741	AC091544.3	0.4	0.5	0.1
ENSG00000258744	AL132800.1	0.1	1.0	0.4
ENSG00000258745	AL358334.3	0.1	0.1	
ENSG00000258748	AL359399.1	0.2		
ENSG00000258749	AL110504.1	0.1		
ENSG00000258757	AL133453.1		0.1	
ENSG00000258765	AC107958.2	0.2	0.1	0.1
ENSG00000258768	AL356019.2	0.2	0.2	0.1
ENSG00000258777	HIF1A-AS1	4.0	0.5	0.6
ENSG00000258780	BMS1P15	0.5	0.4	0.2
ENSG00000258788	CKS1BP1	3.0	1.0	
ENSG00000258789	AL162171.1	0.2	1.0	0.8
ENSG00000258790	AL121594.3	0.1		
ENSG00000258791	LINC00520	0.1		6.0
ENSG00000258792	AL137230.1		0.1	
ENSG00000258793	AL355102.4	1.0		
ENSG00000258798	AL133153.2	0.3		
ENSG00000258800	AL136038.2	0.1		
ENSG00000258808	LINC02310			0.3
ENSG00000258809	AL161756.2		0.1	
ENSG00000258813	AL442663.3	0.1	0.2	0.1
ENSG00000258815	AC131532.1			0.1
ENSG00000258818	RNASE4	0.3		0.1
ENSG00000258819	LINC02289		0.1	
ENSG00000258824	AL122035.1	1.0	0.5	0.3
ENSG00000258838	ENSG00000258838	0.1	0.1	0.1
ENSG00000258839	MC1R	0.8	0.4	0.2
ENSG00000258857	AL359397.1	0.3	0.2	0.1
ENSG00000258867	LINC01146	0.1		
ENSG00000258876	TGFB3-AS1	0.1		
ENSG00000258882	ENSG00000258882		0.1	
ENSG00000258884	LINC02321	0.1	3.0	0.1
ENSG00000258890	CEP95	4.0	7.0	2.0
ENSG00000258900	HNRNPCP1	0.5	0.4	0.2
ENSG00000258902	AL049775.2	0.1		0.1
ENSG00000258904	AL157871.5	0.1	0.1	
ENSG00000258908	AL355075.3	0.1	0.2	0.1
ENSG00000258910	LINC01956	0.1		
ENSG00000258914	AL132712.2	0.5	0.9	0.6
ENSG00000258920	FOXN3-AS1	2.0	2.0	1.0
ENSG00000258925	NPM1P5		0.1	
ENSG00000258929	ENSG00000258929	0.1	0.1	0.1
ENSG00000258938	AL162311.3	0.6	0.4	0.3
ENSG00000258940	AL132639.2	0.2	0.6	0.3
ENSG00000258944	AC004846.2	0.1	0.1	0.1
ENSG00000258945	AL049775.3	0.2		
ENSG00000258947	TUBB3	3.0	0.4	0.2
ENSG00000258955	LINC00519	0.1	0.1	0.3
ENSG00000258959	AL118558.1	0.1		
ENSG00000258976	AC013451.2	0.4	0.1	
ENSG00000258982	AL133523.1	0.6	1.0	0.4
ENSG00000258999	AL136040.1	0.2	0.3	0.1
ENSG00000259001	AL355075.4	0.1	0.1	
ENSG00000259005	AC005479.2	0.2	0.8	0.5
ENSG00000259006	AC092143.2	0.2		
ENSG00000259015	AL442663.4	0.3	0.4	0.5
ENSG00000259020	AL049872.1		0.1	
ENSG00000259024	TVP23C-CDRT4	0.1	0.1	
ENSG00000259031	AL845552.2			0.1
ENSG00000259032	ENSAP2		0.1	0.1
ENSG00000259038	AL121820.2			0.1
ENSG00000259049	AL139317.3	0.1	0.1	0.1
ENSG00000259052	AL157871.6		0.1	0.1
ENSG00000259054	LINC02332		0.2	0.1
ENSG00000259056	DUXAP1		0.1	
ENSG00000259062	ACTN1-AS1	0.2	0.3	0.1
ENSG00000259065	AC005520.2	3.0	2.0	3.0
ENSG00000259066	AL110118.2	0.1	0.1	
ENSG00000259071	AL359397.2	1.0	0.7	0.3
ENSG00000259075	POC1B-GALNT4	0.1	0.1	0.1
ENSG00000259081	AF111169.4	0.1		
ENSG00000259083	AL132639.4	0.2	0.2	
ENSG00000259086	AL136298.3	0.6	1.0	0.5
ENSG00000259088	AL137779.2	0.3	0.4	0.2
ENSG00000259098	AC025884.2	0.9	0.3	0.5
ENSG00000259104	PTCSC3		0.2	
ENSG00000259107	LINC00911		0.1	
ENSG00000259113	AL118556.1	0.1		0.1
ENSG00000259118	AL139022.1		0.1	
ENSG00000259120	SMIM6	3.0		
ENSG00000259129	LINC00648		0.1	
ENSG00000259133	AL161757.5	0.1	0.1	
ENSG00000259137	AL109766.1	0.3	0.4	0.2
ENSG00000259138	AL049780.2	0.2	0.5	
ENSG00000259146	AC005476.2	0.2	2.0	2.0
ENSG00000259153	AC004816.1	6.0	7.0	12.0
ENSG00000259171	AL163636.2	0.2		
ENSG00000259172	AC023024.1	0.1	0.1	
ENSG00000259176	ENSG00000259176	0.1		
ENSG00000259178	AC023906.2		0.2	1.0
ENSG00000259185	AC090971.1	0.1		
ENSG00000259200	AC068722.1		0.1	0.1
ENSG00000259201	AC090971.2	0.1		0.1
ENSG00000259205	PRKXP1	0.3	0.1	0.1
ENSG00000259207	ITGB3	0.3	0.6	
ENSG00000259209	AC004943.1		0.2	
ENSG00000259215	AC027237.2	0.1	0.1	
ENSG00000259230	LINC02323		0.8	2.0
ENSG00000259232	AC105129.1	0.1		
ENSG00000259238	AC092755.2	0.5	0.2	1.0
ENSG00000259240	MIR4713HG	0.1		0.3
ENSG00000259244	AC048382.2	0.2	0.1	0.2
ENSG00000259248	USP3-AS1	0.1	0.2	
ENSG00000259256	LINC01895	0.3		
ENSG00000259262	NDUFA3P4		0.3	0.3
ENSG00000259264	ENSG00000259264	2.0		0.1
ENSG00000259274	AC107241.1	0.2	0.1	0.1
ENSG00000259279	AC037198.1	0.2	0.5	3.0
ENSG00000259287	AC010809.1	1.0	0.1	0.3
ENSG00000259291	ZNF710-AS1	0.2	0.6	0.2
ENSG00000259305	ZHX1-C8orf76	0.8	1.0	0.4
ENSG00000259315	ACTG1P17	0.1	0.2	0.1
ENSG00000259316	AC087632.1	0.1	0.1	0.1
ENSG00000259318	AL356801.1		0.4	0.1
ENSG00000259319	AF111167.2	0.6	0.3	0.1
ENSG00000259321	AL136295.2	0.1	0.9	
ENSG00000259322	AC090607.1		0.1	
ENSG00000259327	AC023906.3	0.1	0.1	0.1
ENSG00000259330	INAFM2	2.0	7.0	7.0
ENSG00000259332	ST20-MTHFS	2.0	2.0	0.4
ENSG00000259341	AC015660.1			0.2
ENSG00000259342	AC025580.1	0.2	0.1	
ENSG00000259343	TMC3-AS1	0.4	2.0	0.1
ENSG00000259345	AC013652.1	0.4	0.7	0.3
ENSG00000259349	AC011921.1	0.5	1.0	0.2
ENSG00000259353	AC090515.4			0.1
ENSG00000259357	AL590133.2	0.5	0.3	0.3
ENSG00000259363	AC090825.1	0.4	0.1	
ENSG00000259366	AC108449.2	1.0	1.0	2.0
ENSG00000259375	AC087286.3	0.2		
ENSG00000259376	AC090907.1	0.1	0.1	
ENSG00000259378	DCAF13P3	0.1	0.1	
ENSG00000259380	AC087473.1	0.8	0.6	0.4
ENSG00000259396	AC087721.1		0.1	
ENSG00000259399	TGIF2-C20orf24	0.1	0.1	
ENSG00000259402	AC090515.5		0.1	
ENSG00000259405	AC020661.2	2.0	3.0	0.6
ENSG00000259407	AC021739.2	0.1	0.1	0.1
ENSG00000259408	AC010809.2	0.5		0.1
ENSG00000259416	AC021739.3		0.1	0.1
ENSG00000259424	AC118658.1	2.0	0.4	0.2
ENSG00000259426	AC027237.3	0.2	0.3	0.4
ENSG00000259429	UBE2Q2P2	1.0	1.0	2.0
ENSG00000259430	CERS3-AS1			0.1
ENSG00000259431	THTPA	3.0	2.0	0.7
ENSG00000259436	AC010247.2			0.2
ENSG00000259438	AC090970.2	0.3	0.1	0.5
ENSG00000259439	LINC01833	2.0		
ENSG00000259445	AC025219.1	0.1	0.3	
ENSG00000259448	LINC02352	0.2	0.1	0.2
ENSG00000259450	AC113146.2		0.2	
ENSG00000259456	ADNP-AS1	0.4	0.7	0.3
ENSG00000259459	AC087525.1	0.1		
ENSG00000259460	AC078909.1		0.1	
ENSG00000259467	NDUFAF4P1		0.1	
ENSG00000259468	AC079203.2			0.1
ENSG00000259475	AC036108.1	0.2		
ENSG00000259479	SORD2P	0.7	3.0	0.4
ENSG00000259488	AC023355.1	0.1	0.2	0.1
ENSG00000259494	MRPL46	6.0	4.0	1.0
ENSG00000259495	AC016705.2	1.0		
ENSG00000259511	UBE2Q2L	0.2	0.5	0.2
ENSG00000259513	CYCSP38	0.1		
ENSG00000259514	AC027243.1	0.1		
ENSG00000259515	AL117209.1	0.1	0.1	0.1
ENSG00000259518	LINC01583	0.1	0.3	
ENSG00000259519	AC051619.4		0.1	
ENSG00000259520	AC051619.5	0.2	0.5	0.2
ENSG00000259523	AC022613.2	0.7	0.4	0.2
ENSG00000259529	AL136295.5	0.1	0.1	0.1
ENSG00000259538	UBE2Q2P11	0.1		
ENSG00000259539	AC051619.6	0.2	0.3	0.1
ENSG00000259548	AC021483.1	0.1		
ENSG00000259556	AC090971.3	0.1		
ENSG00000259562	AC090607.2	1.0	0.6	0.3
ENSG00000259563	AC025430.1		0.1	0.1
ENSG00000259570	AC243562.1		0.1	
ENSG00000259577	CERNA1	0.3	0.4	0.5
ENSG00000259583	AC015712.2	0.7	0.2	0.1
ENSG00000259592	PRELID1P4		0.1	0.1
ENSG00000259595	AC025043.1		0.1	
ENSG00000259603	AC016595.1		0.2	0.2
ENSG00000259604	AC015712.4		0.8	
ENSG00000259605	AC074212.1	0.3	0.3	0.4
ENSG00000259623	AC125257.1	3.0	2.0	2.0
ENSG00000259627	AC079328.3	0.2		
ENSG00000259630	AC104046.1	0.1	0.3	0.1
ENSG00000259635	AC100830.1		0.1	
ENSG00000259642	ST20-AS1	1.0	0.4	1.0
ENSG00000259645	AC027237.4	0.1		
ENSG00000259658	AC027559.1	0.8	0.7	
ENSG00000259659	AC009996.1	0.1	0.1	0.1
ENSG00000259663	AC010478.1			0.2
ENSG00000259673	IQCH-AS1	1.0	0.8	0.3
ENSG00000259674	AC092868.1	4.0		
ENSG00000259685	AC092769.1		0.1	
ENSG00000259687	LINC01220	0.6	0.4	0.2
ENSG00000259692	AC104041.1	0.1	0.1	
ENSG00000259699	HMGB1P8	0.1		
ENSG00000259704	AC124248.1		0.3	0.1
ENSG00000259705	AC084757.3	0.2	0.3	
ENSG00000259706	HSP90B2P	0.1		
ENSG00000259711	AC106738.1			0.3
ENSG00000259712	AC023906.5	0.1	0.1	
ENSG00000259721	AC090877.2	0.1	0.1	
ENSG00000259723	AL354993.2	0.1	0.1	
ENSG00000259725	AC106738.2			0.1
ENSG00000259726	CSPG4P11	0.2	0.1	
ENSG00000259727	AC103740.2	1.0	0.1	
ENSG00000259728	LINC00933	0.2	0.1	0.2
ENSG00000259730	AC092078.1		0.1	
ENSG00000259735	AC092868.2	0.1		
ENSG00000259736	CRTC3-AS1	0.4	0.6	0.2
ENSG00000259738	ZNF444P1			0.1
ENSG00000259744	AC009269.5	0.2		0.2
ENSG00000259746	HSPE1P3	0.4	0.2	0.1
ENSG00000259755	AC090907.2	0.1		0.1
ENSG00000259756	AC100839.1	0.1		
ENSG00000259762	AC021739.5		0.1	
ENSG00000259764	PCSK6-AS1	0.1		
ENSG00000259767	AC022558.1	0.1	0.1	
ENSG00000259768	AC004943.2	1.0	3.0	2.0
ENSG00000259771	AC092756.1	0.5	0.2	0.1
ENSG00000259772	AC012236.1	0.2		
ENSG00000259773	AC012100.2	0.1		0.1
ENSG00000259775	AL138976.2	0.2	0.1	0.7
ENSG00000259780	AC009065.1	0.3		
ENSG00000259781	HMGB1P6	8.0	14.0	3.0
ENSG00000259782	AC008915.1	0.1	0.1	
ENSG00000259783	LINC02259	0.2		
ENSG00000259790	ANP32BP1	0.2	0.2	0.1
