Gene ID	ERR2618735	ERR2618736	ERR2618737	ERR2618738	ERR2618739	ERR2618740	ERR2618741	ERR2618742	ERR2618743	ERR2618744	ERR2618745	ERR2618746
ENSG00000259727	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259728	0.03	0.01	0.07	0.09	0.03	0	0.01	0	0.01	0.01	0.01	0.02
ENSG00000259730	0.07	0.07	0	0	0	0	0	0	0	0	0	0
ENSG00000259731	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259732	0.19	0.04	0.28	0.17	0.08	0	0	0.07	1.55	1.59	0	0
ENSG00000259734	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259735	0.09	0.05	0.1	0.16	0.25	0.16	0.06	0.09	0.42	0.19	0	0
ENSG00000259736	0.15	0.2	0.42	0.33	0.13	0.17	0.29	0.27	0.35	0.3	0.12	0.24
ENSG00000259737	0	0	0.01	0	0	0	0	0	0	0.01	0	0
ENSG00000259738	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259740	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259742	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259743	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259744	0.06	0	0.03	0.04	0	0.04	0.04	0.08	0	0.03	0.08	0
ENSG00000259746	0.23	0.23	0.24	0	0.24	0.17	0.18	0.28	0.31	0.25	0.18	0.2
ENSG00000259747	0.03	0.03	0.4	0.23	0	0.5	0.75	0.68	0.19	0.37	0.02	0
ENSG00000259749	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259750	0	0	0.13	0.27	0	0	0.07	0.11	0.29	0.32	0	0
ENSG00000259751	0.04	0.02	0	0.02	0.04	0.02	0.07	0.02	0.04	0.02	0.08	0.12
ENSG00000259752	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259753	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259754	0.04	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259755	0.23	0.13	0.07	0.22	0.1	0.22	0.31	0.12	0.31	0.05	0.08	0.17
ENSG00000259756	0.04	0	0.09	0.05	0	0	0	0	0.07	0	0	0.07
ENSG00000259757	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259759	0	0	0	0	0.06	0	0	0	0	0	0	0
ENSG00000259760	0	0	0	0	0.13	0	0	0.11	0	0	0	0
ENSG00000259761	0.05	0.05	3.57	3.35	0.2	0.16	0	0	0	0	0.04	0
ENSG00000259762	0.24	0.1	0.1	0.05	0	0	0	0	0.04	0.04	0	0.04
ENSG00000259763	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259764	0.26	0.23	0.12	0.08	0.08	0.04	0	0	0.12	0.06	0.03	0.03
ENSG00000259767	0.26	0.42	0.33	0.29	0.22	0.18	0.18	0.37	0.42	0.04	0.13	0.05
ENSG00000259768	2.57	2.41	2.69	3.41	2.09	2.35	2.67	2.61	3.79	3.78	1.54	1.52
ENSG00000259769	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259770	0	0	0	0	0	0	0	0	0	0.02	0	0
ENSG00000259771	0.05	0.16	0.83	0.65	0	0.12	0.37	0.76	1.47	1.23	0	0.14
ENSG00000259772	12.97	13.24	7.32	8.19	9.17	14.73	19.93	19.07	8.8	8.48	0.52	0.41
ENSG00000259773	0.23	0.08	0	0.26	0.17	0.18	0.28	0.07	0.25	0.25	0.06	0
ENSG00000259774	0.12	0.16	0.16	0.33	0.54	0.31	0.12	0.07	0.12	0.19	0.27	0.31
ENSG00000259775	0.27	0.1	0.57	0.73	0.51	0.7	0.32	0.64	0.54	0.41	0.08	0.21
ENSG00000259776	0.01	0.01	0.07	0.05	0.02	0.02	0.02	0.06	0	0.02	0.06	0.03
ENSG00000259779	0	0	0.01	0	0	0	0	0	0	0	0	0
ENSG00000259780	0.02	0.06	0.06	0.09	0.02	0.02	0	0.07	0.06	0.16	0.14	0.02
ENSG00000259781	19.77	17.43	22.84	20.23	13.25	18.83	18.83	20.86	19	18.22	32.49	32.83
ENSG00000259782	0.31	0.2	0.15	0.19	0.12	0.26	0.1	0.25	0.23	0.2	0.2	0.17
ENSG00000259783	0	0	0	0	0	0	0	0.07	0	0	0	0
ENSG00000259784	0	0.08	0	0.04	0	0	0	0	0	0	0	0
ENSG00000259786	0.07	0.02	0.04	0.03	0.03	0.1	0.03	0.02	0.04	0.06	0.03	0.03
ENSG00000259788	0	0	0	0	0	0	0	0	0.03	0.02	0	0
ENSG00000259789	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259790	0.34	0.35	1.19	1.64	0.35	0.31	0.32	0.23	0.39	0.53	0.19	0.27
ENSG00000259791	0.04	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259792	0.1	0.1	0	0	0.1	0.06	0.06	0.09	0.39	0.35	0.04	0.04
ENSG00000259793	0.07	0.07	0.19	0.21	0.03	0.02	0.09	0.06	0.49	0.43	0.03	0.02
ENSG00000259797	0.27	0.11	0.12	0.25	0.12	0.06	0.26	0.2	0.09	0.13	0.09	0.1
ENSG00000259798	0	0	0	0	0	0	0	0	0	0	0.04	0.09
ENSG00000259799	13.76	14.01	0	0	0.06	0.28	0.36	0.3	0	0.02	0.15	0.05
ENSG00000259800	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259802	2.44	2.72	2.07	1.71	1.15	1.34	1.4	1.63	1.21	1.18	0.74	1.11
ENSG00000259803	0	0	0	0	0.04	0.02	0	0	0	0	0	0
ENSG00000259804	0.29	0.13	0.44	0.65	0.31	0.45	0.28	0.52	0.61	0.61	0.11	0
ENSG00000259805	0	0.13	0.13	0.25	0.03	0.11	0.07	0.11	0.25	0.18	0.05	0.19
ENSG00000259807	0	0	0	0	0.01	0	0.01	0.01	0.02	0.04	0.01	0.02
ENSG00000259810	0.01	0	0	0.01	0	0	0	0	0.01	0.01	0.01	0
ENSG00000259813	0	0	0	0	0	0	0	0	0.18	0	0	0
ENSG00000259814	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259815	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259817	0	0	0.13	0.2	0	0	0	0	0	0	0	0
ENSG00000259818	0.03	0.07	0.03	0.03	0.01	0.04	0.01	0.04	0.04	0.04	0.02	0.03
ENSG00000259819	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259820	0.78	0.78	0.6	0.73	0.38	0.55	0.87	0.75	1.23	1.18	0.83	0.51
ENSG00000259821	0	0	0	0.04	0	0	0	0	0	0	0	0
ENSG00000259822	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259823	0.01	0.02	0	0	0	0	0	0	0	0	0.01	0
ENSG00000259826	0.19	0.14	0.3	0.37	0.43	0.3	0.29	0.28	0.88	0.8	0.23	0.1
ENSG00000259827	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259828	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259831	0	0	0	0.01	0	0	0	0	0	0	0	0
ENSG00000259832	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259833	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259834	5.36	4.94	9.29	10.54	2.66	2.5	1.93	1.72	12.15	11.42	24.42	24.08
ENSG00000259836	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259837	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259838	1.76	1.45	1.43	0.88	2.2	1.95	0	1.02	1.14	1.61	2	1.7
ENSG00000259839	0	0	0	0.09	0	0	0	0	0	0	0	0
ENSG00000259840	0	0	0.06	0	0	0	0	0	0	0	0	0
ENSG00000259841	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259842	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259843	0	0	0	0	0.1	0.05	0	0	0.11	0.04	0	0
ENSG00000259844	0.02	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259845	0.05	0.02	0.19	0.22	0.04	0.1	0.22	0.22	0.5	0.33	0.05	0.02
ENSG00000259846	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259847	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259848	0.13	0.12	0.13	0.12	0.16	0.18	0.11	0.1	0.47	0.46	0.11	0.06
ENSG00000259849	0	0	0	0	0	0	0	0	0.01	0	0.01	0
ENSG00000259852	0	0	0	0	0	0	0	0.06	0	0	0	0
ENSG00000259854	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259855	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259856	0.48	0.41	0.04	0.05	0.3	0.23	0.05	0	0.29	0.36	0.29	0.21
ENSG00000259859	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259861	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259862	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259863	0	0.03	0	0	0	0	0	0	0	0	0	0
ENSG00000259864	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259865	3.5	3.38	2	2.63	2.71	3.44	3.9	3.21	5.72	5.76	6.04	6.16
ENSG00000259866	0	0	0	0	0	0	0	0	0.02	0	0.03	0.02
ENSG00000259867	0.1	0.06	0.32	0.47	0.03	0.02	0.02	0.06	0.06	0.06	0.01	0.03
ENSG00000259868	0	0.02	0	0	0	0.02	0	0	0	0	0	0
ENSG00000259869	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259870	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259871	0	0	0	0	0	0	0	0	0	0	0.01	0.02
ENSG00000259873	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259874	0	0	0	0.11	0	0	0	0	0.08	0.24	0	0
ENSG00000259876	0.04	0.17	0.53	0.43	0	0.05	0	0	0.03	0	0	0.04
ENSG00000259877	0.64	0.8	0.89	0.72	0.95	0.94	0.87	1.05	1.8	1.6	0.33	0.3
ENSG00000259878	0.96	0.98	0	0	0	0	0	0	0	0	0	0
ENSG00000259881	0.05	0.06	0.09	0.1	0.16	0.06	0	0	0.13	0.11	0.07	0.09
ENSG00000259882	0	0.03	0.04	0.28	0.02	0.04	0.04	0.04	0.07	0.04	0	0
ENSG00000259883	0.15	0.16	0	0.07	0.1	0.03	0.07	0.03	0.07	0.05	0.12	0.08
ENSG00000259884	0.08	0.05	0.03	0	0.03	0.03	0.06	0.02	0.02	0.02	0.04	0
ENSG00000259887	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259888	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259889	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259890	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259891	0.47	0.53	0.63	0.82	0.33	0.48	0.44	0.42	1.07	0.82	0.52	0.39
ENSG00000259892	0	0.03	0	0	0	0	0	0	0	0	0	0
ENSG00000259895	0.11	0.06	0.52	0.84	0.58	0.25	0.11	0.12	0.55	0.44	0.19	0.17
ENSG00000259897	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259898	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259899	0.07	0	0.64	0.65	0	0	0	0	0	0	0.03	0.03
ENSG00000259900	0	0.03	0.03	0	0	0	0	0	0	0	0	0
ENSG00000259904	0.02	0.05	0	0.08	0.02	0	0	0	0.04	0.02	0	0.02
ENSG00000259905	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259906	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259907	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259909	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259910	0	0.05	0	0	0	0	0	0	0	0	0	0
ENSG00000259912	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259914	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259915	0.04	0.05	0.03	0	0.1	0.15	0.06	0.04	0.06	0.05	0	0.02
ENSG00000259916	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259917	2.52	1.95	1.75	1.92	1.84	1.71	1.6	1.44	1.11	1.14	2.34	1.74
ENSG00000259918	0	0	0	0	0	0.08	0.16	0	0.05	0	0.11	0.12
ENSG00000259920	0	0	0	0	0	0	0	0	0.01	0	0	0
ENSG00000259921	0.08	0.06	0.06	0.07	0.03	0.03	0.07	0.09	0.08	0.09	0.04	0.05
ENSG00000259922	0.02	0.05	0	0	0.02	0	0	0.02	0.09	0.02	0	0
ENSG00000259923	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259924	0.27	0.12	0.18	0.14	0.1	0.14	0.12	0.11	0.22	0.28	0.28	0.28
ENSG00000259925	0	0	0.03	0.01	0	0	0	0	0.01	0	0	0
ENSG00000259926	0	0.03	0	0.04	0	0.04	0.04	0.03	0	0	0	0.03
ENSG00000259928	0.03	0	0	0.04	0	0	0	0.01	0	0.03	0.01	0
ENSG00000259929	0	0	0	0	0	0	0.04	0.03	0.05	0.03	0	0
ENSG00000259930	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259931	0	0	0	0.1	0.19	0	0	0.08	0.14	0.21	0	0
ENSG00000259932	0.08	0	0.08	0	0.04	0.22	0	0.03	0	0.03	0.03	0
ENSG00000259933	0.14	0.17	0.04	0.19	0.04	0.08	0.04	0.25	0.41	0.17	0.05	0.12
ENSG00000259934	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259935	0.09	0	0.14	0.05	0.09	0.1	0	0.08	0.38	0.32	0	0
ENSG00000259937	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259939	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259940	0.25	0.19	0.34	0.3	0.55	0.22	0.22	0.19	1.47	1.73	0.19	0.12
ENSG00000259941	0	0.01	0	0	0	0	0	0	0	0.01	0	0
ENSG00000259943	1.7	1.87	3.3	3.54	2.22	2.59	2.74	2.77	7.18	6.28	0.75	0.65
ENSG00000259944	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259945	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259946	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259947	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259948	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259950	0	0	0.06	0	0.06	0.06	0.13	0.1	0.17	0.04	0	0
ENSG00000259952	2.48	3.39	6.79	6.42	4.33	4.28	4.04	2.95	6.96	7.42	3.64	4.62
ENSG00000259953	0.39	0.35	0.09	0.11	0.19	0.16	0.02	0	0.05	0.09	0.34	0.4
ENSG00000259954	0.43	0.44	0.3	0.36	0.05	0.21	0.24	0.2	0.27	0.15	0.01	0.02
ENSG00000259955	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259956	8.14	8.1	21.4	21.49	13.68	14.85	16.44	17.06	22.96	23.5	27.16	26.89
ENSG00000259957	0	0	0.01	0	0	0	0	0	0	0	0	0
ENSG00000259959	1.83	1.57	0.45	0.49	1.16	1.42	1.93	2	2.58	2.67	0.95	1.01
ENSG00000259961	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259962	0	0	0	0	0	0	0	0	0	0	0	0.05
ENSG00000259963	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259964	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259966	0	0	0.02	0	0	0	0	0	0	0	0	0
ENSG00000259967	0.04	0	0	0	0	0.05	0	0	0.03	0	0	0
ENSG00000259968	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259969	0	0	0	0	0	0	0	0	0	0	0	0.02
ENSG00000259970	0	0	0.12	0	0.06	0	0.07	0	0.04	0	0.04	0.05
ENSG00000259971	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259972	0.46	0.35	0.12	0.19	0.17	0.26	0.2	0.21	0.72	0.56	0.2	0.2
ENSG00000259974	0.01	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259976	0.17	0.11	0.3	0.29	0.21	0.58	0.93	0.81	0.35	0.2	0.69	0.58
ENSG00000259977	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259978	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259979	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259981	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259982	0	0	0.16	0.06	0	0	0	0	0	0	0	0
ENSG00000259983	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259984	0.1	0.1	0.11	0.12	0.11	0	0	0.05	0.29	0.5	0.29	0
ENSG00000259985	2.25	2.57	1.85	1.91	1.51	0.69	0	0	1.73	2.36	0.44	0.34
ENSG00000259986	0.07	0.03	0.05	0	0	0	0	0.02	0.02	0	0	0
ENSG00000259987	0	0.03	0	0	0	0	0	0	0	0	0	0
ENSG00000259989	0.05	0.05	0.37	0.11	0.16	0.06	0	0	2.04	2.34	0.08	0.13
ENSG00000259990	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259992	0	0	0	0	0	0	0.07	0	0	0	0.02	0.03
ENSG00000259993	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259994	0.47	0.5	0.83	0.71	0.65	0.8	0.72	0.87	0.77	0.62	0.28	0.29
ENSG00000259995	0	0.1	0	0.06	0	0.06	0	0	0	0	0	0
ENSG00000259996	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259997	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259998	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259999	0	0	0	0	0	0	0.07	0	0	0.04	0	0
ENSG00000260000	0.36	0.46	1.81	1.4	0.37	0.59	0.68	0.84	0.94	0.8	0.24	0.21
ENSG00000260001	0.71	1	0.18	0.32	1.1	0.48	0.09	0.04	0.09	0.08	0.16	0.15
ENSG00000260003	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260004	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260005	0.18	0.17	0.13	0.21	0.2	0.14	0.22	0.15	0.19	0.13	0.15	0.1
ENSG00000260007	0.59	0.54	0.21	0.26	1.47	1.24	0.82	0.92	0	0	0.24	0.41
ENSG00000260008	0.08	0.05	0.03	0.01	0.01	0.01	0.03	0	0.04	0.01	0.04	0.01
ENSG00000260009	0	0	0	0.05	0	0	0	0	0	0	0	0
ENSG00000260010	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260011	0.2	0.07	0.21	0.22	0.21	0.3	0.16	0.24	0.31	0.37	0.05	0.06
ENSG00000260012	0	0	0	0	0	0.04	0	0	0.05	0.03	0	0
ENSG00000260014	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260015	0	0	0.06	0	0.18	0.39	0.34	0.16	0.55	0.7	0	0
ENSG00000260017	0	0.13	0	0.07	0.14	0.15	0.23	0.18	0.05	0	0.1	0
ENSG00000260018	0.72	0.42	2.34	2.15	0.72	1.6	2.58	2.2	1.67	1.35	0.44	0.48
ENSG00000260019	0.02	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260021	0	0	0	0	0	0	0	0	0	0	0.03	0
ENSG00000260022	0.93	0.64	0.99	0.35	0.76	0.41	0.32	0.48	0.57	0.5	0.64	0.28
ENSG00000260024	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260025	0	0	0	0	0	0	0	0	0	0.05	0	0.11
ENSG00000260026	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260027	7.15	6.64	3.36	4.06	4.24	5.51	6.04	7.14	2.78	2.84	3.48	2.96
ENSG00000260029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260030	0	0	1.63	1.37	0.59	1	1.3	1.64	0.97	0.89	0	0.05
ENSG00000260031	0	0	0	0.09	0	0	0	0	0	0	0	0
ENSG00000260032	34.51	33.49	43.09	43.44	71.89	53.02	36.08	36.76	72.37	70.48	43.34	42.69
ENSG00000260033	0	0	0	0.06	0.05	0	0	0	0	0	0	0
ENSG00000260034	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.01
ENSG00000260035	0.15	0	0.16	0	0.08	0.17	0.27	0.14	0.24	0.19	0.06	0
ENSG00000260036	0.03	0	0.03	0.04	0	0.07	0	0.03	0.03	0.03	0	0
ENSG00000260037	0.03	0.03	0.25	0.27	0.08	0.09	0.12	0.14	0.21	0.17	0.21	0.16
ENSG00000260038	0.2	0.54	0.21	0.22	0.35	0.15	0.23	0.48	0.42	0.27	0.21	0
ENSG00000260041	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260042	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260046	0.03	0.01	0	0.05	0	0.02	0	0	0	0	0.09	0
ENSG00000260047	0	0	0	0	0	0	0	0	0	0	0	0.06
ENSG00000260048	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260049	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260051	0.29	0.51	0.17	0.05	0.4	0.33	0.2	0.26	0.23	0.17	0.07	0.11
ENSG00000260052	0.3	0.22	0.46	0.44	0.14	0.05	0	0	0.07	0	0	0
ENSG00000260053	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260055	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260057	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260058	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260059	0.08	0.04	0.03	0.03	0.03	0.05	0.05	0.06	0.08	0.03	0.01	0.02
ENSG00000260060	0	0.12	0.03	0.06	0.06	0.03	0.13	0.15	0.14	0.18	0.14	0.15
ENSG00000260062	0.24	0.22	0	0.01	0	0	0	0	0.01	0	0	0
ENSG00000260063	0.36	0.47	0.88	0.87	0.65	0.73	0.77	0.72	0.47	0.43	0.46	0.42
ENSG00000260064	0.03	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260066	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260067	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260068	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260070	0.03	0.07	0	0	0	0.04	0.04	0	0.05	0	0.03	0.03
ENSG00000260071	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260072	0.04	0.03	0.01	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.01	0.01
ENSG00000260073	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260075	0	0	0.51	0.42	0.24	0.35	0	0.01	0	0	0	0
ENSG00000260077	0	0.02	0	0	0.02	0	0	0.03	0.01	0	0.3	0.27
ENSG00000260078	0.01	0.01	0.03	0.04	0.02	0.02	0.01	0	0.02	0.01	0.01	0
ENSG00000260081	0.24	0.24	0.38	0.37	0.19	0.41	0.28	0.46	0.41	0.31	0.22	0.32
ENSG00000260082	0	0	0.04	0.09	0.08	0	0.05	0	0.25	0.1	0	0
ENSG00000260083	0.44	0.37	1.21	1.48	0.44	0.68	0.96	1.01	1.61	1.7	0.29	0.26
ENSG00000260084	0.13	0.04	0	0.05	0.05	0	0.05	0	0.07	0.07	0.03	0.04
ENSG00000260086	0.38	0.38	0.42	0.3	0.16	0.1	0.06	0.1	0.04	0.07	0.01	0.01
ENSG00000260087	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260088	0.35	0.33	0.17	0.36	0.51	0.4	0.23	0.4	0.33	0.28	0.21	0.28
ENSG00000260089	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260090	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260091	0.62	0.45	0.47	0.38	0.31	0.21	0.53	0.31	0.98	0.61	0.95	0.86
ENSG00000260092	0	0	0	0	0	0	0	0.02	0	0	0	0
ENSG00000260093	0	0.02	0.01	0	0	0.01	0	0.01	0.02	0.01	0.02	0.01
ENSG00000260094	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260095	0.77	0.48	1.19	2.01	1.21	1.15	1.13	0.91	2.9	3.31	1.05	0.79
ENSG00000260096	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260097	0.11	0.2	0.32	0.25	0.22	0.29	0.46	0.36	0.12	0.07	0.2	0.16
ENSG00000260100	0.15	0.2	1.32	1.24	0.44	0.67	0.99	0.86	0.94	0.53	0.06	0.02
ENSG00000260101	5.23	5.29	1.11	1.23	1.28	1.76	2.02	1.49	1.91	2.13	0.58	0.56
ENSG00000260102	0	0	0.01	0	0	0	0	0	0	0	0	0
ENSG00000260103	0.35	0.45	0.6	0.49	0.23	0.17	0.16	0.16	0.72	0.65	0.17	0.15
ENSG00000260104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260105	0	0	0	0.01	0.01	0.02	0	0	0.01	0.01	0	0
ENSG00000260107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260111	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260112	0.06	0.04	0.06	0.09	0	0	0.07	0	0.05	0	0.02	0
ENSG00000260113	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260114	0.45	0.5	0.57	0.66	0.61	0.49	0.71	0.66	0.89	0.58	0.28	0.28
ENSG00000260115	0	0.03	0	0.07	0.11	0.04	0	0.09	0.05	0.08	0.03	0
ENSG00000260118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260120	0	0	0	0	0	0	0	0	0.01	0	0	0
ENSG00000260121	1.08	1.08	0.32	0.48	0.18	0.63	1.09	1.23	1.04	0.72	0.02	0.01
ENSG00000260122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260123	0	0	0.25	0.62	0.25	0.14	0	0.04	0	0	0.03	0
ENSG00000260125	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260126	0.45	0.21	0.18	0.32	0.15	0.2	0.17	0.03	0.28	0.14	0.14	0.22
ENSG00000260128	0.03	0.06	0.02	0.02	0.02	0.03	0.02	0.03	0.1	0.05	0.02	0.04
ENSG00000260131	0	0.06	0	0	0	0	0	0	0	0	0	0
ENSG00000260132	0.12	0.06	0	0.14	0	0.07	0.22	0.06	0.05	0.1	0.1	0.06
ENSG00000260133	0	0	0	0.05	0	0	0.05	0	0	0	0	0
ENSG00000260134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260135	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260136	0.72	0.31	0.17	0.05	0.38	0.24	0.44	0.3	0.67	0.7	0.23	0.31
ENSG00000260137	0	0	0	0	0	0	0	0	0	0	0	0.06
ENSG00000260139	0	0.03	0	0	0.61	0.27	0.01	0.01	0	0	0	0.01
ENSG00000260141	0.98	0.85	0.03	0.12	0.05	0.07	0.11	0.1	0.03	0.03	0.09	0.11
ENSG00000260142	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260144	0	0.02	0	0.04	0	0	0.07	0	0.02	0.02	0	0.02
ENSG00000260145	0	0.21	0.11	0.08	0.19	0.04	0	0	0.11	0.11	0.03	0
ENSG00000260146	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260147	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260148	0	0	0.37	0.51	0.27	0	0	0	0.68	0.4	0.08	0.09
ENSG00000260151	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260152	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260153	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260156	0.13	0	0.05	0.05	0	0.05	0	0	0.03	0.14	0.03	0
ENSG00000260157	0	0.04	0.86	1.14	0.04	0	0	0	0	0	0	0
ENSG00000260158	0.04	0.16	0	0.04	0.04	0.04	0	0.07	0	0	0.06	0
ENSG00000260159	0	0	0	0	0	0	0	0	0	0	0	0
