# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 FPKM in experiment E-MTAB-4101
# Selected columns: 6 (all)
# Timestamp: Wed, 06-Sep-2017 12:44:20
Gene ID	Gene Name	F-36P	HEL9217	K562	KU812	MEG01	UT-7
ENSG00000244009	B3GAT3P1			0.3			
ENSG00000244021	AC093591.1				0.1	0.1	0.7
ENSG00000244026	FAM86DP	3.0	1.0	3.0	4.0	2.0	2.0
ENSG00000244036	AC073320.1	0.1		0.1			
ENSG00000244038	DDOST	183.0	149.0	124.0	141.0	123.0	110.0
ENSG00000244040	IL12A-AS1	0.1					0.1
ENSG00000244041	LINC01011	0.9	0.5	6.0	0.7	2.0	0.7
ENSG00000244045	TMEM199	1.0	3.0	4.0	2.0	2.0	3.0
ENSG00000244050	AC092111.1		0.1				
ENSG00000244052	RPL5P24		0.1				
ENSG00000244053	AL157792.1			0.1			
ENSG00000244055	AC007566.1	1.0	0.6	0.4	0.2	0.2	0.3
ENSG00000244056	RN7SL417P	0.1	0.1	0.3			
ENSG00000244061	AC093278.1	0.1	0.1			0.1	
ENSG00000244062	AC080128.1		0.1				
ENSG00000244063	AC104653.2	0.2	0.7	0.1	0.1	0.1	0.1
ENSG00000244067	GSTA2		0.2				
ENSG00000244071	RPL9P33					0.1	
ENSG00000244073	RPS4XP6		0.1				
ENSG00000244080	RN7SL833P				0.1	0.1	0.1
ENSG00000244089	HMGB1P30						0.1
ENSG00000244094	SPRR2F						24.0
ENSG00000244097	RPS4XP17	0.1		0.1	0.1	0.1	
ENSG00000244104	RN7SL659P			0.2			
ENSG00000244119	PDCL3P4	0.5	0.5	0.5	0.1	0.3	0.3
ENSG00000244124	ATP1B3-AS1	0.3	0.5	0.4	0.3	0.2	
ENSG00000244130	UBE2Q2P9	0.2		0.7			
ENSG00000244134	RPS12P20	0.2	0.1				
ENSG00000244139	RN7SL397P			0.1			
ENSG00000244151	AC010973.2	0.5	0.2	0.7	0.2	0.3	0.2
ENSG00000244158	Z84488.1	0.5	0.1				
ENSG00000244159	RPS27AP13			0.1	0.1		
ENSG00000244161	FLNB-AS1	0.2		0.2			
ENSG00000244165	P2RY11	3.0	12.0	3.0	4.0	5.0	5.0
ENSG00000244167	AC005532.2			0.1	0.1		
ENSG00000244171	PBX2P1	0.2	0.1	0.4	0.2	0.1	0.3
ENSG00000244184	AC091153.3	0.2	0.1	0.5	0.3	0.3	0.3
ENSG00000244187	TMEM141	26.0	10.0	18.0	26.0	15.0	56.0
ENSG00000244198	AC004889.1				0.1	0.3	
ENSG00000244203	FOXP1-AS1		0.1				
ENSG00000244211	PDZK1P1						0.2
ENSG00000244217	RPS4XP10		0.1				
ENSG00000244218	RN7SL81P	0.7		0.6	0.1	0.1	0.2
ENSG00000244219	TMEM225B	0.2	0.1		0.1		0.1
ENSG00000244234	GMCL1P1	0.1					0.1
ENSG00000244239	AC007009.1	1.0	0.3	0.3	0.3	0.4	0.1
ENSG00000244242	IFITM10	0.2	0.2	0.1	0.2		0.2
ENSG00000244245	AC133134.1	0.1	0.1	0.1		0.1	
ENSG00000244252	ENSG00000244252						0.4
ENSG00000244256	RN7SL130P		0.1				
ENSG00000244265	SIAH2-AS1				0.1	0.1	0.1
ENSG00000244267	RPL34P22		0.1			0.1	
ENSG00000244268	AC117394.2	0.1	0.1	0.1	0.4	0.1	0.1
ENSG00000244274	DBNDD2	2.0	2.0	4.0	0.1	2.0	0.3
ENSG00000244294	RN7SL740P	0.1	0.1			0.1	0.1
ENSG00000244300	GATA2-AS1	2.0	7.0	33.0	5.0	7.0	2.0
ENSG00000244306	DUXAP10		1.0	1.0	1.0	2.0	0.4
ENSG00000244307	RN7SL395P	0.1		0.2		0.1	
ENSG00000244310	AC093904.3	0.3	0.1	0.1			
ENSG00000244313	AC024293.1	34.0	34.0	39.0	53.0	38.0	48.0
ENSG00000244314	RN7SL36P	0.1					
ENSG00000244326	RN7SL814P			0.1			
ENSG00000244327	AC109992.2	0.1	0.1				
ENSG00000244332	AL138759.1		0.1				
ENSG00000244345	AC104435.2	0.1		0.1			
ENSG00000244349	AL662791.4	0.2	3.0		2.0	2.0	5.0
ENSG00000244355	LY6G6D	0.2	2.0				
ENSG00000244357	RN7SL145P	0.2	0.2	0.2			0.2
ENSG00000244361	RPL30P7		0.1	0.1			
ENSG00000244363	RPL7P23	0.4	0.5	0.3	0.7	0.3	0.1
ENSG00000244371	PFN1P8	0.3	0.2	0.2		0.1	
ENSG00000244380	AC134772.1			0.1			0.8
ENSG00000244381	AC007849.2		0.1				0.1
ENSG00000244382	ENSG00000244382		0.5				
ENSG00000244383	FAM3D-AS1			0.1			
ENSG00000244389	RN7SL242P		0.1				
ENSG00000244398	AC116533.1	12.0	12.0	14.0	13.0	9.0	8.0
ENSG00000244405	ETV5	11.0	15.0	13.0	4.0	9.0	2.0
ENSG00000244413	RPL23AP56					0.8	0.1
ENSG00000244414	CFHR1	0.1	0.1	0.1	0.1	0.3	
ENSG00000244425	RN7SL268P	0.3	0.3	0.2	0.3	0.2	
ENSG00000244429	AC104629.2			0.6			
ENSG00000244451	AP003041.1				0.1		
ENSG00000244459	AC147067.1	0.3	2.0	0.2	1.0		3.0
ENSG00000244462	RBM12	20.0	27.0	17.0	28.0	25.0	25.0
ENSG00000244468	AC093001.1	0.4		0.2	2.0	0.1	0.1
ENSG00000244476	ERVFRD-1		0.1	0.3	0.2		
ENSG00000244479	OR2A1-AS1			0.2		0.4	
ENSG00000244480	AC005154.3	0.2	0.2	0.2	0.1		
ENSG00000244482	LILRA6	0.1					
ENSG00000244485	RPL18P13						0.2
ENSG00000244486	SCARF2	0.1	6.0	0.6			0.7
ENSG00000244490	RWDD4P1	0.1	0.1	0.1	0.2		0.1
ENSG00000244491	AL021707.5	0.2	0.1	0.1	0.1	0.1	0.4
ENSG00000244502	HDAC11-AS1			0.2			
ENSG00000244509	APOBEC3C	94.0	39.0	66.0	35.0	42.0	107.0
ENSG00000244510	AC008267.5				0.1		
ENSG00000244513	AC109587.1	0.2	0.2	0.3	0.1	0.1	0.1
ENSG00000244515	KRT18P34	0.2	0.4	0.1		0.1	
ENSG00000244528	SEPT14P2					0.1	
ENSG00000244535	AL049714.1		0.2	0.1			
ENSG00000244538	AC098583.1	0.3	0.3	0.3	0.7	0.3	0.4
ENSG00000244556	ODCP	0.2	0.1	0.4	0.2	0.1	
ENSG00000244558	KCNK15-AS1	0.1	0.1	0.1		0.1	0.5
ENSG00000244560	AC004890.2	0.4	0.2	0.3	0.1	0.1	0.3
ENSG00000244567	ENSG00000244567	1.0	3.0	0.9	1.0	2.0	0.8
ENSG00000244573	RPL30P11			0.2		0.5	
ENSG00000244578	LINC01391		0.1	1.0		0.1	
ENSG00000244582	AC233702.1		0.1	0.1	0.2		0.1
ENSG00000244586	WNT5A-AS1		0.2			0.1	
ENSG00000244588	RAD21L1			0.3			
ENSG00000244604	AC025518.1		0.1			0.1	
ENSG00000244607	CCDC13			0.1			
ENSG00000244617	ASPRV1	0.8	0.9	0.4	0.4	0.3	1.0
ENSG00000244618	RN7SL334P	0.1	0.1		0.2	0.2	
ENSG00000244620	AC246787.2		0.9		7.0	3.0	0.7
ENSG00000244623	OR2AE1						0.1
ENSG00000244625	MIATNB	1.0	0.4	0.9	0.5	0.4	0.9
ENSG00000244627	Z98749.2	1.0	0.5	2.0	0.2	0.4	0.4
ENSG00000244649	LINC02086			0.1			
ENSG00000244668	SNRPCP3	0.1	0.1		0.1		0.1
ENSG00000244675	AC108676.1	0.5		0.1	0.2	0.1	
ENSG00000244676	AL109761.1			0.3	0.1	0.1	
ENSG00000244681	MTHFD2P1					0.1	
ENSG00000244682	FCGR2C	0.3	0.4	0.6	0.2	2.0	1.0
ENSG00000244687	UBE2V1	5.0	2.0	4.0	3.0	4.0	8.0
ENSG00000244691	RPL10AP1				0.1		
ENSG00000244692	RN7SL724P	0.1			0.1		
ENSG00000244699	AC139453.3		0.1				
ENSG00000244701	AC004918.1	0.7	0.2	0.2	0.2	0.4	0.2
ENSG00000244703	CD46P1	0.2	0.1	0.1		0.1	
ENSG00000244710	RN7SL47P				0.1	0.2	
ENSG00000244712	AC084754.1	0.1	0.1	0.1	0.1	0.1	
ENSG00000244716	BX679664.3	1.0	2.0	1.0	1.0	2.0	0.8
ENSG00000244723	ASLP1	0.4	0.1	0.2	0.1	0.1	0.1
ENSG00000244731	C4A	0.2		0.2			0.1
ENSG00000244733	AL132656.2	8.0	3.0	8.0	0.6	3.0	0.9
ENSG00000244734	HBB	1.0	18.0	0.2	2041.0	12.0	53.0
ENSG00000244748	RN7SL153P		0.1				
ENSG00000244752	CRYBB2		0.2		0.1		11.0
ENSG00000244754	N4BP2L2	3.0	6.0	2.0	4.0	4.0	2.0
ENSG00000244791	AC087667.1	0.1		5.0		0.1	0.3
ENSG00000244879	GABPB1-AS1	2.0	3.0	2.0	0.9	0.5	1.0
ENSG00000244926	ALKBH3-AS1	0.1	0.2	0.2	0.1	0.2	
ENSG00000244932	AL449212.1	0.2	1.0	0.7	0.4	0.7	
ENSG00000244945	AC136604.2	0.2	0.1	0.2	0.1	0.1	
ENSG00000244952	AC123768.2		0.1	0.1	0.1	0.1	0.2
ENSG00000244953	AC087521.1						0.2
ENSG00000244968	LIFR-AS1			0.5			
ENSG00000244998	AC100803.1			0.1	0.1		
ENSG00000245008	AP001122.1		0.3				
ENSG00000245017	LINC02453	0.1	0.1	0.1			0.1
ENSG00000245025	AC107959.1	0.2	0.6	0.2	0.2	0.2	0.1
ENSG00000245059	AC092718.1	0.1				0.1	
ENSG00000245060	LINC00847	2.0	4.0	9.0	4.0	3.0	8.0
ENSG00000245080	AC068189.1	0.6		0.2	0.1	0.3	2.0
ENSG00000245112	SMARCA5-AS1	0.1			0.1	0.1	0.1
ENSG00000245146	LINC01024	0.2	0.2	0.4	0.1	0.3	0.2
ENSG00000245148	ARAP1-AS2	0.4	0.1	0.1	0.1	0.1	
ENSG00000245149	RNF139-AS1	1.0	0.6	0.5	0.3	0.4	1.0
ENSG00000245156	AP001107.1	0.3	0.2	0.2	0.2	0.2	0.1
ENSG00000245164	LINC00861		0.2	1.0	0.1		
ENSG00000245205	EEF1A1P4	0.2			0.1	0.1	
ENSG00000245213	AC105285.1	2.0	3.0	0.9	0.5	0.4	1.0
ENSG00000245248	USP2-AS1	0.1	0.5	0.3	0.6	1.0	0.1
ENSG00000245261	AL133375.1						0.1
ENSG00000245275	SAP30L-AS1	0.4	0.2	0.5	0.2	0.6	0.3
ENSG00000245281	AC124242.1	0.2	0.6	0.4	0.2	0.3	0.3
ENSG00000245293	AC096564.1						0.2
ENSG00000245311	ARNTL2-AS1	0.1			0.3	0.1	
ENSG00000245317	AC008393.1	0.3	0.6	1.0	0.1	0.3	0.5
ENSG00000245322	AC097460.1						0.1
ENSG00000245330	AP005717.1	0.2			0.1	0.1	
ENSG00000245385	AP003396.1						0.1
ENSG00000245468	LINC02447			0.1			
ENSG00000245479	LINC01585			0.2			0.1
ENSG00000245498	AP000866.1			0.1			0.1
ENSG00000245522	AC026250.1	0.2	0.1	0.2	0.1		
ENSG00000245526	LINC00461	0.6	0.1		0.2		
ENSG00000245532	NEAT1	9.0	2.0	8.0	8.0	7.0	16.0
ENSG00000245534	RORA-AS1	0.7	0.3	0.6	0.1	0.1	0.4
ENSG00000245552	AP000787.1	0.1	0.2		0.2	0.1	0.2
ENSG00000245556	SCAMP1-AS1	5.0	3.0	11.0	2.0	6.0	3.0
ENSG00000245571	AP001258.1	4.0	0.8	0.4	1.0	0.5	0.6
ENSG00000245573	BDNF-AS	0.4	0.6	0.1	0.2		0.2
ENSG00000245614	DDX11-AS1	0.8	0.9	0.9	0.4	0.3	2.0
ENSG00000245648	AC022075.1	2.0	3.0	1.0	0.4	1.0	0.2
ENSG00000245667	AC006064.1	0.2	0.1	1.0	0.1		
ENSG00000245680	ZNF585B	0.4	0.4	0.3	0.9	0.1	2.0
ENSG00000245685	AF250324.1	0.3	0.2	0.4	0.2	0.1	0.1
ENSG00000245688	AC008659.1				0.3		0.1
ENSG00000245694	CRNDE	23.0	8.0	15.0	2.0	3.0	13.0
ENSG00000245711	NADK2-AS1	0.9	0.5	0.3	0.6	0.3	
ENSG00000245719	AC009292.1	0.1					
ENSG00000245748	AC097382.2			0.1			
ENSG00000245750	DRAIC		0.1				
ENSG00000245768	AC092378.1						0.1
ENSG00000245812	LINC02202	0.1	0.1	0.1		0.1	
ENSG00000245848	CEBPA	0.4	0.5	0.3	0.8	0.1	
ENSG00000245849	RAD51-AS1	3.0	2.0	2.0	1.0	0.4	1.0
ENSG00000245857	GS1-24F4.2		0.2				
ENSG00000245864	MEF2C-AS2	0.1	0.1				
ENSG00000245888	FLJ21408			0.1			0.1
ENSG00000245904	AC025164.2			0.1			
ENSG00000245910	SNHG6	112.0	158.0	55.0	59.0	27.0	38.0
ENSG00000245928	AC112719.2		0.1		0.1		
ENSG00000245937	LINC01184	2.0	1.0	12.0	0.5	0.3	2.0
ENSG00000245958	AC093752.1	3.0	0.6	1.0	0.9	0.4	0.6
ENSG00000245970	AP003352.1	1.0	1.0	0.6	1.0	0.9	0.4
ENSG00000245975	AC090515.2	0.4	0.4	0.8	0.2	0.2	0.2
ENSG00000246016	LINC01513	0.3	0.4	0.6	0.3	0.2	0.1
ENSG00000246067	RAB30-AS1	2.0	2.0	5.0	1.0	2.0	5.0
ENSG00000246082	NUDT16P1		0.2	5.0			0.4
ENSG00000246089	AC016065.1	1.0	2.0	3.0	2.0	1.0	2.0
ENSG00000246090	AP002026.1	0.1	0.1	0.2	0.1	0.1	0.1
ENSG00000246095	LINC01096	0.3	0.5			0.8	
ENSG00000246130	AC107959.2	0.1		0.1			
ENSG00000246145	RRS1-AS1		0.1				
ENSG00000246174	KCTD21-AS1	0.4	0.8	2.0	0.7	0.9	1.0
ENSG00000246203	AL353807.3	0.5	0.1	0.1	0.1		
ENSG00000246211	P4HA3-AS1			0.1			
ENSG00000246225	AC006299.1	0.1	0.4		0.1		0.1
ENSG00000246250	AC087521.2	0.1				0.1	
ENSG00000246263	UBR5-AS1	4.0	7.0	4.0	2.0	3.0	3.0
ENSG00000246273	SBF2-AS1	0.9	0.1	2.0	0.3	0.5	0.5
ENSG00000246283	AC090510.1						0.2
ENSG00000246308	AC116535.1	0.1	0.1	0.1	0.1		0.1
ENSG00000246323	AC113382.1		0.1	0.2	0.1	0.1	0.3
ENSG00000246334	PRR7-AS1	0.2	0.4	0.4	0.2	0.3	0.2
ENSG00000246339	EXTL3-AS1	0.2					
ENSG00000246350	AL049543.1			3.0			
ENSG00000246363	LINC02458			5.0		0.6	
ENSG00000246366	LACTB2-AS1	0.1		0.1			
ENSG00000246379	AC007495.1	0.1		0.1			
ENSG00000246394	AC073911.1	0.1		0.1			
ENSG00000246448	AC104090.1	0.2	0.3		0.2		
ENSG00000246451	AL049840.1	1.0	0.4	0.9	1.0	0.8	
ENSG00000246465	AC138904.1	0.1		0.1	0.1	0.1	
ENSG00000246477	AF131216.1	0.1	0.1			0.1	
ENSG00000246523	AP001528.1		0.1	2.0		0.1	0.2
ENSG00000246526	AC093323.2	0.5	2.0	1.0			
ENSG00000246560	AC018797.2	2.0	0.9	3.0	0.8	1.0	0.9
ENSG00000246575	AC093162.2	0.6	1.0	0.3	1.0	0.4	
ENSG00000246582	AC100861.1	5.0	3.0	4.0	3.0	4.0	2.0
ENSG00000246596	AC139795.1	0.1	0.4	0.2		0.2	
ENSG00000246627	CACNA1C-AS1		2.0		0.7	1.0	0.4
ENSG00000246662	LINC00535					0.1	
ENSG00000246695	RASSF8-AS1			0.1			
ENSG00000246705	H2AFJ	2.0	0.5	0.2	2.0	2.0	0.2
ENSG00000246731	MGC16275	0.4	0.1		0.2		1.0
ENSG00000246763	RGMB-AS1	0.4					
ENSG00000246777	AC044802.1			0.1			0.1
ENSG00000246792	AC106038.1	0.2	0.2	0.3	0.3	0.1	0.1
ENSG00000246851	AL157938.3	0.1		0.1		0.1	
ENSG00000246859	STARD4-AS1	0.3	0.2		0.1	0.2	
ENSG00000246877	DNM1P35		0.1	0.1		0.1	
ENSG00000246889	AP000487.1	0.3	0.1	0.5	0.1	0.3	0.4
ENSG00000246898	LINC00920		1.0	0.2		0.2	0.4
ENSG00000246922	UBAP1L	0.1	0.1		0.1		
ENSG00000246982	Z84485.1	0.1	0.1	0.5	0.1	0.1	0.5
ENSG00000246985	SOCS2-AS1	2.0	2.0	4.0	0.8	2.0	0.9
ENSG00000247033	AC099508.1						0.3
ENSG00000247049	AC008443.2						0.3
ENSG00000247077	PGAM5	33.0	32.0	25.0	23.0	33.0	23.0
ENSG00000247081	BAALC-AS1	0.6	1.0		0.7	0.3	0.1
ENSG00000247092	SNHG10	1.0	0.8	1.0	1.0	3.0	2.0
ENSG00000247095	MIR210HG	0.1	0.1	0.1	0.4	0.1	1.0
ENSG00000247121	AC009126.1	0.3	0.4	0.9	0.2	0.6	0.5
ENSG00000247130	AC138781.1	0.2	0.1	0.2	0.1	0.1	
ENSG00000247134	AC090204.1	16.0	0.1	0.1	3.0	3.0	7.0
ENSG00000247137	AP000873.2	0.6	0.4	0.4	0.5	0.7	1.0
ENSG00000247151	CSTF3-AS1	0.2	0.5	0.5	0.2	0.2	0.6
ENSG00000247157	LINC01252	0.2	0.1	0.4	0.2	0.1	0.2
ENSG00000247199	AC091948.1	0.1	0.1			0.1	
ENSG00000247240	UBL7-AS1	3.0	3.0	3.0	3.0	4.0	5.0
ENSG00000247271	ZBED5-AS1	2.0	0.5	5.0	0.7	0.6	2.0
ENSG00000247311	AC010255.1	0.2		0.1	0.1		
ENSG00000247315	ZCCHC3	28.0	23.0	15.0	27.0	17.0	26.0
ENSG00000247317	AC105202.1	0.2	0.3	0.1	0.1	0.2	0.2
ENSG00000247345	AC092343.1	1.0	0.1	1.0			
ENSG00000247363	AC090061.1	0.4	1.0	0.4	0.4	0.2	0.4
ENSG00000247373	AC055713.1	0.3	0.1	0.3	0.1	0.1	0.1
ENSG00000247400	DNAJC3-AS1	1.0	2.0	2.0	1.0	0.9	1.0
ENSG00000247402	AC099487.1	0.1	0.1	0.2	0.1	0.1	
ENSG00000247498	AC007688.2	0.1		0.6	0.1		
ENSG00000247516	MIR4458HG			0.9			
ENSG00000247556	OIP5-AS1	25.0	17.0	17.0	16.0	10.0	12.0
ENSG00000247572	CKMT2-AS1	1.0	0.9	2.0	0.8	1.0	2.0
ENSG00000247595	SPTY2D1-AS1	0.2	0.2	0.4	0.1	0.4	0.2
ENSG00000247596	TWF2	26.0	54.0	21.0	14.0	30.0	13.0
ENSG00000247626	MARS2	10.0	17.0	5.0	9.0	24.0	4.0
ENSG00000247627	MTND4P12	84.0	0.6	1.0	1.0	0.9	4.0
ENSG00000247675	LRP4-AS1	0.8	0.2	0.1		0.1	0.2
ENSG00000247679	AC139795.2	0.2	0.7	0.5		0.4	0.1
ENSG00000247708	STX18-AS1	0.5	1.0	0.4	0.1	0.2	0.2
ENSG00000247728	AC091057.1	0.1	0.1	0.1			0.3
ENSG00000247732	AC091951.2		0.1				
ENSG00000247735	AC120114.1	0.2	0.3	0.8	0.2	0.2	0.7
ENSG00000247746	USP51	5.0	0.8	1.0	0.5	0.2	6.0
ENSG00000247765	AC068446.2		0.3	0.1			0.1
ENSG00000247774	PCED1B-AS1	0.4		9.0	1.0	0.3	0.1
ENSG00000247775	SNCA-AS1	0.1	0.1				
ENSG00000247796	AC008966.1	0.3	2.0	1.0	0.7	1.0	1.0
ENSG00000247809	NR2F2-AS1	0.1	0.8	6.0		0.1	0.1
ENSG00000247828	TMEM161B-AS1	3.0	3.0	3.0	0.7	2.0	2.0
ENSG00000247853	AC006064.2	0.3	0.2	0.2	0.2	0.2	0.1
ENSG00000247877	AC021086.1	0.1	0.1	0.1			0.4
ENSG00000247903	AC024896.1	10.0	6.0	4.0	0.7	2.0	
ENSG00000247925	AL139807.1			0.1			
ENSG00000247934	AC022364.1	0.7	0.3	2.0	0.4	0.4	0.6
ENSG00000247950	SEC24B-AS1	0.3	0.2	0.2	0.1	0.2	0.2
ENSG00000247970	AL160313.1	0.2	0.2		0.3		
ENSG00000247982	LINC00926	0.6	0.4	0.1	0.2	0.1	0.1
ENSG00000248008	NRAV	1.0	0.6	10.0	2.0	2.0	3.0
ENSG00000248015	AC005329.1	0.2	0.2	0.3			0.1
ENSG00000248019	FAM13A-AS1	0.4	0.1	0.1	0.1	0.1	
ENSG00000248027	AP001351.1		0.3		0.1	0.1	
ENSG00000248029	AC034238.2	0.1	0.2	0.1	0.1		
ENSG00000248049	UBA6-AS1	2.0	2.0	5.0	2.0	1.0	2.0
ENSG00000248079	DPH6-AS1		0.1	0.1			
ENSG00000248092	NNT-AS1	3.0	5.0	11.0	3.0	2.0	5.0
ENSG00000248098	BCKDHA	2.0	2.0	0.6	2.0	2.0	2.0
ENSG00000248099	INSL3		0.8				
ENSG00000248103	AC008443.3	0.6		4.0		0.1	0.1
ENSG00000248112	AC108174.1	0.1					
ENSG00000248121	SMURF2P1	2.0	2.0		1.0	0.7	1.0
ENSG00000248124	RRN3P1	0.7	1.0		2.0	1.0	0.5
ENSG00000248125	AC008700.1	0.1					
ENSG00000248126	AC091849.1	0.1	0.4	0.6	0.1		
ENSG00000248131	LINC01194			13.0			
ENSG00000248144	ADH1C				0.1		
ENSG00000248152	AC093879.1						0.1
ENSG00000248155	CR545473.1		0.1				
ENSG00000248159	HSPA8P11	0.1					
ENSG00000248161	AC098487.1	0.4	1.0	1.0	0.5	0.3	1.0
ENSG00000248174	LINC02268		0.1				
ENSG00000248176	AC109349.1			0.1			
ENSG00000248185	AC025445.1					0.1	
ENSG00000248187	AC078850.1	1.0		0.1		0.4	
ENSG00000248191	PES1P1			2.0	0.9		0.1
ENSG00000248196	AC092658.1	0.1		0.1	0.1		
ENSG00000248202	LINC02234	4.0	1.0				0.1
ENSG00000248213	CICP16	0.1	0.3	0.5	0.1	0.1	
ENSG00000248215	AC079239.1			1.0		0.6	
ENSG00000248227	AC024023.1	5.0					
ENSG00000248238	LINC02438					2.0	0.3
ENSG00000248240	AC114956.1	0.1	0.2	0.4		0.1	0.2
ENSG00000248242	AC004053.1				0.1		
ENSG00000248243	LINC02014	0.8	0.5	0.6	0.6	0.2	0.4
ENSG00000248254	AC107398.2		0.2				
ENSG00000248256	OCIAD1-AS1	0.6	0.3	0.1	0.3	0.2	
ENSG00000248265	FLJ12825		0.1	0.2			0.1
ENSG00000248268	AC010275.1			5.0			0.1
ENSG00000248275	TRIM52-AS1	4.0	5.0	7.0	2.0	7.0	6.0
ENSG00000248278	SUMO2P17	0.4	0.7	0.4	0.2	0.2	0.7
ENSG00000248280	ENSG00000248280	0.5	0.3	2.0	0.5	0.4	0.2
ENSG00000248283	CCNL2P1	0.1					
ENSG00000248290	TNXA	0.1		0.1			0.1
ENSG00000248300	LINC02360		0.3				
ENSG00000248302	BNIP3P41	0.7	0.2	0.3	0.2		
ENSG00000248305	AC105416.1			0.1			
ENSG00000248308	AC138938.1			0.6			
ENSG00000248309	MEF2C-AS1	1.0	0.7	0.3	0.4	0.5	
ENSG00000248319	LINC02275	0.7	0.1	0.1			
ENSG00000248323	LUCAT1			0.1		0.1	
ENSG00000248333	CDK11B	11.0	11.0	8.0	11.0	11.0	12.0
ENSG00000248334	WHAMMP2	0.1	1.0	0.8	0.2	0.2	0.8
ENSG00000248345	ENSG00000248345		0.4				
ENSG00000248356	AC093864.1		0.1				
ENSG00000248360	LINC00504	2.0	1.0	1.0	0.6	0.9	2.0
ENSG00000248363	AC016550.2	0.1		0.9			
ENSG00000248367	AC008610.1	0.4	0.4	0.7	0.3	0.8	1.0
ENSG00000248370	LINC02434			0.1		0.1	
ENSG00000248373	AC096577.1	1.0	1.0		2.0		0.2
ENSG00000248375	AC104066.1	1.0	2.0	2.0	1.0	3.0	
ENSG00000248397	LINC00498				0.2		
ENSG00000248399	AL645924.1			0.1		0.1	
ENSG00000248405	PRR5-ARHGAP8	0.2					
ENSG00000248408	LINC02469	0.4	0.4	2.0	0.4	0.6	1.0
ENSG00000248423	AC100850.1	0.4					
ENSG00000248424	OR51K1P			0.6			
ENSG00000248429	AC098679.1	0.6					0.2
ENSG00000248430	HMGB3P16				0.5		0.4
ENSG00000248431	AC005150.1	0.4	0.1	0.7		0.1	2.0
ENSG00000248432	AC139718.1	0.3		0.1			
ENSG00000248443	AC109464.1			0.1			
ENSG00000248445	SEMA6A-AS1	0.2	0.1	0.1	0.1		0.1
ENSG00000248456	AC107463.2	0.6		2.0			
ENSG00000248457	LINC02220	0.3					0.1
ENSG00000248458	AL139147.1	0.6	0.2	0.6	0.3	0.4	0.4
ENSG00000248468	AC107027.1	0.1	0.2		0.1	0.1	0.1
ENSG00000248472	DDX11L9			0.2			
ENSG00000248473	LINC01962	0.1		0.2			
ENSG00000248475	AC016642.1	3.0		0.2			
ENSG00000248476	BACH1-IT1	0.4	0.9	0.4	0.5	0.4	0.4
ENSG00000248478	AC104233.1	0.2					
ENSG00000248479	AC104137.1	0.4	0.1	0.1	0.5	0.3	
ENSG00000248485	PCP4L1					0.1	
ENSG00000248487	ABHD14A	1.0	6.0	2.0	5.0	2.0	3.0
ENSG00000248489	LINC02062	0.6	0.2	0.8	0.2	0.3	0.5
ENSG00000248490	AC113355.1			0.1		0.1	
ENSG00000248491	AC093772.1	4.0					
ENSG00000248494	LNX1-AS2			0.2			
ENSG00000248498	ASNSP1		0.1	8.0		0.1	0.1
ENSG00000248503	AL356235.1	0.6	0.2	0.5	0.3	0.2	0.4
ENSG00000248508	SRP14-AS1	2.0	3.0	3.0	0.4	0.5	1.0
ENSG00000248510	LINC02267			0.9			
ENSG00000248514	AC008443.4			0.1		0.1	0.1
ENSG00000248515	AC024230.1					0.3	
ENSG00000248527	MTATP6P1	519.0	325.0	532.0	728.0	758.0	772.0
ENSG00000248530	BCL2L12P1			0.1	0.1	0.1	
ENSG00000248532	AC119751.2			0.3	0.2		
ENSG00000248538	AC022784.1	0.1		12.0			0.1
ENSG00000248550	OTX2-AS1	0.1			0.1		
ENSG00000248554	AC114956.2	0.7	1.0	0.7	0.6	0.6	0.5
ENSG00000248557	AC024558.1		0.5	0.1	0.2		
ENSG00000248559	AC109454.2	0.6	0.9	0.8	0.1	0.9	
ENSG00000248564	AC079140.1	0.2			0.1		
ENSG00000248569	AC026410.3	0.3	0.3	0.3	0.2	0.2	0.3
ENSG00000248571	AC106882.1			0.1			
ENSG00000248576	AC023794.1			0.1			
ENSG00000248578	NPM1P21	0.2	0.1		0.1	0.1	
ENSG00000248583	AC119751.3	0.1		2.0	0.1	0.1	0.6
ENSG00000248588	AC008517.1			0.1			
ENSG00000248590	GLDCP1					0.1	
ENSG00000248592	TMEM110-MUSTN1	0.2	0.1	0.1			
ENSG00000248593	DSTNP2	32.0	7.0	4.0	1.0	1.0	1.0
ENSG00000248596	AC139491.2		0.2	6.0	3.0	2.0	5.0
ENSG00000248599	FLJ42969	0.1	0.1	0.1			
ENSG00000248605	AC022140.1			0.1			
ENSG00000248607	AC117422.1		0.1	0.4			
ENSG00000248610	HSPA8P4	0.2	0.1			0.1	
ENSG00000248618	ENPP7P3	0.2	0.6	0.3	0.2		0.1
ENSG00000248632	AC106872.5	0.7	0.3	0.2	0.2	0.2	0.1
ENSG00000248634	AC008588.1	0.1					
ENSG00000248635	AC147055.1	0.1					
ENSG00000248636	AC002070.1	0.1	0.4			0.1	0.1
ENSG00000248641	HMGA1P2	0.5	0.3	0.2	0.4	0.2	
ENSG00000248643	RBM14-RBM4	0.4	0.3	0.3	0.4	0.4	0.4
ENSG00000248648	AC113410.1	0.4		0.1	0.1	0.3	
